speed_band_kmh,time_s,distance_km,discharge_energy_kwh,wh_per_km
0-10,550.4599999994994,0.0771388888888895,0.003154216222222164,40.89009146560929
10-20,75.1999999999316,0.3359999999999966,0.025009083305554944,74.43179555224762
20-30,663.9999999993961,4.76213888888889,0.4376860284166646,91.90954708143471
30-40,1190.4999999989172,11.34572222222223,1.4407443143055512,126.98568553737778
40-60,647.0999999994115,8.136583333333324,1.267371010222219,155.76206354701142
60-80,60.29999999994516,1.1044722222222252,0.28458986041667134,257.67045534569405
80-120,1.0999999999989996,0.02666666666667008,0.00655303561111296,245.73883541670455
120+,0.1999999999998181,0.007972222222223624,0.0006866361388888206,86.12857491286827
